applicant_id,application_date,credit_score,income,age,employment_status,loan_amount,dti_ratio,experiment_group,funnel_stage,decision_outcome,funding_status,defaulted,approved_date,funded_date,funded_amount
APP-00220,2025-04-28,659,61324,58,Employed,20536,0.05,B,Funded,Approved,Funded,0,2025-04-29,2025-05-01,17733.0
APP-00221,2024-11-14,850,96323,61,Employed,51744,0.05,B,Application Started,N/A,Not Funded,0,,,
APP-00222,2025-01-17,425,23528,41,Self-employed,5863,0.32305219577353717,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00223,2024-12-07,732,16971,53,Employed,2767,0.1603201253046357,A,Funded,Approved,Funded,0,2024-12-10,2024-12-11,2444.0
APP-00224,2024-12-25,456,39207,48,Employed,15996,0.057838936305164505,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00225,2024-12-04,593,69793,44,Unemployed,20665,0.3405333272073496,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00226,2024-11-23,780,81494,46,Employed,48326,0.05,A,Approved,Approved,Not Funded,0,,,
APP-00227,2025-03-29,657,37446,35,Employed,7377,0.12225894806649096,B,Funded,Approved,Funded,0,2025-03-31,2025-04-01,6353.0
APP-00228,2024-12-08,520,38735,40,Self-employed,6634,0.2186622825275951,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00229,2024-11-25,564,30743,37,Self-employed,5234,0.2158945609786707,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00230,2025-01-09,731,41714,54,Employed,10328,0.05,A,Funded,Approved,Funded,0,2025-01-11,2025-01-13,9983.0
APP-00231,2024-11-14,562,60307,42,Employed,24764,0.5215206460770672,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00232,2025-03-27,675,28549,28,Unemployed,10777,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00233,2025-02-20,655,32623,35,Employed,10032,0.05,A,Funded,Approved,Funded,0,2025-02-22,2025-02-24,10032.0
APP-00234,2024-11-16,571,20019,18,Self-employed,3802,0.5304730877628276,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00235,2025-02-09,850,40195,38,Self-employed,10257,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-00236,2025-03-28,726,60528,44,Employed,14094,0.05,B,Funded,Approved,Funded,0,2025-03-30,2025-04-01,13396.0
APP-00237,2025-03-14,406,48830,42,Employed,23709,0.4481818486144232,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00238,2025-02-26,672,48502,67,Employed,24298,0.09964057960713013,A,Funded,Approved,Funded,1,2025-02-27,2025-03-01,24052.0
APP-00239,2024-12-12,570,15000,50,Employed,7494,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00240,2025-02-28,752,76998,50,Self-employed,45126,0.05,A,Application Started,N/A,Not Funded,0,,,
APP-00241,2025-02-22,554,74114,24,Self-employed,40607,0.27854289321870485,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-00242,2025-04-26,636,35675,39,Employed,13342,0.36996268587563286,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00243,2025-04-28,710,46428,38,Unemployed,15633,0.05917552351609558,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00244,2024-12-17,753,70613,34,Unemployed,39691,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00245,2025-02-24,505,67937,34,Employed,28876,0.2214749993559701,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00246,2024-11-05,609,35503,22,Employed,10028,0.37813361718123517,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00247,2024-12-29,593,17651,28,Employed,7131,0.3690982627251427,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00248,2025-02-25,571,54728,54,Self-employed,32643,0.3796502159472276,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00249,2024-12-20,850,85981,42,Employed,45764,0.05,B,Funded,Approved,Funded,0,2024-12-21,2024-12-23,44369.0
APP-00250,2025-03-12,698,54922,37,Employed,15190,0.05,B,Approved,Approved,Not Funded,0,,,
APP-00251,2025-04-15,498,23637,43,Self-employed,13681,0.5155004848264553,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00252,2025-04-19,760,80887,58,Self-employed,47857,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-00253,2025-03-30,850,80560,44,Unemployed,20464,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-00254,2025-03-28,773,46931,50,Employed,25953,0.07601885928389465,A,Funded,Approved,Funded,0,2025-04-01,2025-04-03,25953.0
APP-00255,2025-01-21,467,32681,33,Unemployed,17890,0.4248784555742024,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-00256,2024-11-23,591,17065,36,Employed,2865,0.07587030096571504,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00257,2025-04-20,802,78917,48,Self-employed,35619,0.05,B,Funded,Approved,Funded,0,2025-04-23,2025-04-25,32458.0
APP-00258,2025-01-27,565,36255,66,Employed,10418,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00259,2025-02-05,703,46585,61,Self-employed,21129,0.10915399518984359,A,Funded,Approved,Funded,1,2025-02-07,2025-02-08,19296.0
APP-00260,2024-11-30,742,58542,50,Unemployed,32847,0.247019165095171,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00261,2024-12-14,538,39606,45,Employed,14830,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00262,2025-02-09,642,67098,60,Self-employed,22577,0.1917942104717214,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00263,2025-02-24,300,26821,53,Unemployed,15145,0.7002717800691785,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00264,2025-02-25,527,34571,18,Employed,20339,0.43870354755866997,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00265,2024-12-09,619,62173,31,Employed,11067,0.08932153587686822,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00266,2025-04-30,500,43014,48,Self-employed,24315,0.18466539055024941,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00267,2024-11-27,845,60968,22,Self-employed,11416,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-00268,2024-11-23,478,30305,33,Self-employed,9145,0.5561306544939177,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00269,2025-05-02,597,41735,35,Employed,20581,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00270,2024-11-17,665,61605,40,Self-employed,30781,0.05,A,Approved,Approved,Not Funded,0,,,
APP-00271,2024-12-18,822,59859,40,Employed,28529,0.05,A,Funded,Approved,Funded,0,2024-12-21,2024-12-23,28010.0
APP-00272,2025-03-10,477,24891,40,Employed,4171,0.23239931731317953,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00273,2024-12-08,789,103275,53,Self-employed,21670,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-00274,2025-04-09,651,68894,40,Employed,39358,0.3734288909143132,A,Application Started,N/A,Not Funded,0,,,
APP-00275,2024-12-28,532,22987,39,Employed,4290,0.12942723297876346,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00276,2025-03-08,705,66918,27,Unemployed,12402,0.07179507352533501,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00277,2025-02-26,673,54667,56,Employed,28757,0.1325123545899285,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-00278,2025-01-15,577,50531,35,Employed,22161,0.2035620627148058,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-00279,2024-12-05,658,53546,30,Employed,16505,0.05,B,Funded,Approved,Funded,0,2024-12-07,2024-12-09,15011.0
APP-00280,2024-12-17,603,69092,46,Employed,15515,0.12557617167346646,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00281,2025-02-12,663,58212,34,Unemployed,31892,0.051024547267530626,A,Application Started,N/A,Not Funded,0,,,
APP-00282,2024-12-04,729,56658,37,Self-employed,33702,0.15877559334563668,B,Funded,Approved,Funded,0,2024-12-06,2024-12-08,29140.0
APP-00283,2025-05-01,840,89843,47,Employed,15496,0.05,A,Funded,Approved,Funded,0,2025-05-03,2025-05-05,15035.0
APP-00284,2025-04-23,501,39765,40,Employed,15880,0.11596563757038036,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00285,2025-04-02,850,72429,70,Unemployed,19381,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-00286,2024-12-14,415,32780,43,Employed,17195,0.38121171877243654,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00287,2024-12-12,631,46227,51,Employed,14133,0.47945429255758687,A,Application Started,N/A,Not Funded,0,,,
APP-00288,2025-01-18,720,57184,20,Employed,26967,0.1188469770452433,A,Funded,Approved,Funded,0,2025-01-20,2025-01-22,26967.0
APP-00289,2025-01-16,683,41566,33,Employed,16326,0.05,B,Funded,Approved,Funded,0,2025-01-17,2025-01-19,15649.0
APP-00290,2025-03-08,575,27476,30,Unemployed,10816,0.13973031160975236,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00291,2024-12-04,625,27528,32,Self-employed,14757,0.13696819012069156,B,Funded,Approved,Funded,0,2024-12-09,2024-12-12,12394.0
APP-00292,2025-03-28,590,16160,48,Employed,5844,0.2918551363087313,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00293,2025-03-30,579,25305,56,Employed,13424,0.32398814192433567,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00294,2024-12-09,751,56614,48,Employed,17750,0.06632239640371682,B,Funded,Approved,Funded,0,2024-12-11,2024-12-14,17289.0
APP-00295,2025-03-09,692,56262,41,Employed,12864,0.07853521315456033,B,Funded,Approved,Funded,0,2025-03-11,2025-03-13,11916.0
APP-00296,2025-03-11,566,36174,36,Employed,12840,0.2470999513714486,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00297,2025-01-09,757,15000,57,Employed,5613,0.05,A,Funded,Approved,Funded,0,2025-01-12,2025-01-14,4971.0
APP-00298,2024-11-20,686,85091,68,Self-employed,31081,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-00299,2025-03-07,747,81429,45,Unemployed,41834,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00300,2025-01-03,725,66415,55,Employed,26838,0.05,A,Funded,Approved,Funded,0,2025-01-04,2025-01-05,24907.0
APP-00301,2024-12-26,550,78149,48,Employed,42966,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00302,2025-02-08,582,23652,53,Self-employed,9020,0.6101823867054726,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00303,2025-01-20,739,96652,30,Employed,24271,0.09794554089806787,A,Approved,Approved,Not Funded,0,,,
APP-00304,2025-03-01,723,37995,38,Employed,7913,0.07321548874174448,A,Funded,Approved,Funded,0,2025-03-03,2025-03-07,7800.0
APP-00305,2025-04-30,647,54474,48,Employed,29457,0.11058080141063154,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00306,2024-11-07,664,25923,58,Employed,4543,0.2545333687973029,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00307,2025-02-12,803,65593,34,Employed,13310,0.05,A,Funded,Approved,Funded,1,2025-02-14,2025-02-15,12520.0
APP-00308,2025-03-16,579,50623,19,Unemployed,9043,0.204344356208578,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00309,2025-01-03,715,53406,38,Employed,18194,0.05,B,Approved,Approved,Not Funded,0,,,
APP-00310,2024-11-13,625,61777,56,Employed,24073,0.30198442805070297,A,Approved,Approved,Not Funded,0,,,
APP-00311,2025-01-26,623,49280,24,Employed,7832,0.07223882812210192,A,Approved,Approved,Not Funded,0,,,
APP-00312,2025-03-19,781,52651,29,Employed,20113,0.1639491717450546,B,Application Started,N/A,Not Funded,0,,,
APP-00313,2025-02-06,749,48563,45,Employed,15889,0.05,A,Application Started,N/A,Not Funded,0,,,
APP-00314,2024-12-08,747,75918,42,Self-employed,37817,0.15742351452405845,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-00315,2025-03-03,806,52525,51,Employed,27495,0.05,A,Approved,Approved,Not Funded,0,,,
APP-00316,2025-04-05,652,68508,29,Unemployed,31392,0.3188867250993278,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00317,2025-04-04,731,82554,40,Self-employed,29973,0.05,B,Approved,Approved,Not Funded,0,,,
APP-00318,2024-12-08,612,15000,58,Self-employed,3709,0.34584347774199603,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-00319,2025-02-02,688,76458,29,Employed,40614,0.05,A,Funded,Approved,Funded,0,2025-02-04,2025-02-05,39808.0
APP-00320,2025-02-12,634,89608,61,Employed,27218,0.18896901431705287,A,Funded,Approved,Funded,0,2025-02-15,2025-02-17,24457.0
APP-00321,2025-01-16,661,56140,31,Employed,17422,0.0668617101545478,A,Funded,Approved,Funded,0,2025-01-17,2025-01-19,16694.0
APP-00322,2025-03-24,721,69081,54,Employed,38837,0.05,A,Approved,Approved,Not Funded,0,,,
APP-00323,2024-11-06,551,60840,39,Employed,35835,0.15222168125099894,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00324,2024-11-23,850,64490,30,Unemployed,35737,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00325,2025-04-12,529,41545,38,Self-employed,24893,0.2842672476844201,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00326,2024-12-13,504,15000,50,Employed,8115,0.2662725522226211,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-00327,2025-03-11,788,66572,43,Self-employed,31086,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-00328,2025-04-07,744,69362,57,Employed,19575,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-00329,2025-02-02,724,67723,61,Employed,39200,0.05,A,Funded,Approved,Funded,0,2025-02-05,2025-02-06,38315.0
APP-00330,2025-03-28,725,78808,29,Employed,42909,0.05,A,Funded,Approved,Funded,0,2025-03-30,2025-03-31,40438.0
APP-00331,2025-03-12,648,34303,28,Employed,8861,0.1923144333496135,B,Approved,Approved,Not Funded,0,,,
APP-00332,2024-12-03,542,28547,28,Employed,10565,0.4248270922756344,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00333,2025-04-17,659,88810,33,Employed,16121,0.2792994510598068,A,Approved,Approved,Not Funded,0,,,
APP-00334,2025-01-27,568,38793,57,Employed,22460,0.3006225987703247,B,Application Started,N/A,Not Funded,0,,,
APP-00335,2025-04-27,767,65700,50,Employed,26788,0.08078795249083977,B,Application Started,N/A,Not Funded,0,,,
APP-00336,2024-11-22,632,46859,37,Employed,12199,0.2317800373768213,A,Funded,Approved,Funded,0,2024-11-24,2024-11-26,12199.0
APP-00337,2025-05-01,550,23566,43,Employed,6635,0.240303673620468,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00338,2024-11-26,611,78570,60,Employed,46458,0.3463374503926818,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00339,2024-11-17,699,44345,66,Employed,18936,0.05,A,Funded,Approved,Funded,0,2024-11-19,2024-11-20,17686.0
APP-00340,2025-03-27,582,20654,47,Employed,7008,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00341,2025-02-11,551,31085,18,Employed,11654,0.13002659198684657,A,Application Started,N/A,Not Funded,0,,,
APP-00342,2025-01-21,679,15000,47,Employed,2915,0.336718122265643,A,Approved,Approved,Not Funded,0,,,
APP-00343,2024-11-07,679,39874,55,Employed,7327,0.08193502922534818,A,Funded,Approved,Funded,0,2024-11-10,2024-11-11,6541.0
APP-00344,2024-12-24,589,24537,46,Self-employed,10225,0.2798693509275651,A,Application Started,N/A,Not Funded,0,,,
APP-00345,2025-01-12,593,56648,52,Employed,21549,0.1926574975144693,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00346,2025-03-02,677,39231,48,Employed,12225,0.2129997993239536,B,Application Started,N/A,Not Funded,0,,,
APP-00347,2024-11-11,476,50356,29,Employed,20381,0.3906068999009566,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00348,2025-01-12,481,61069,33,Employed,11157,0.3634611986151621,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00349,2025-03-24,563,56923,40,Unemployed,32719,0.36331675025756677,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00350,2025-02-28,624,43092,56,Employed,12159,0.12514830920717643,B,Funded,Approved,Funded,1,2025-03-03,2025-03-04,11811.0
APP-00351,2025-01-13,687,56522,34,Employed,10303,0.1720616674045577,A,Funded,Approved,Funded,0,2025-01-14,2025-01-15,9165.0
APP-00352,2025-03-25,827,37200,49,Employed,8417,0.05,A,Funded,Approved,Funded,0,2025-03-26,2025-03-27,7700.0
APP-00353,2025-03-05,752,57524,47,Employed,11100,0.05,B,Approved,Approved,Not Funded,0,,,
APP-00354,2024-12-15,630,30791,63,Unemployed,7093,0.06471037510150883,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00355,2025-04-15,647,63586,43,Employed,21462,0.13385665259205903,A,Funded,Approved,Funded,1,2025-04-18,2025-04-20,18137.0
APP-00356,2025-01-27,529,89355,22,Employed,43080,0.23256361746292278,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00357,2025-05-02,647,59696,51,Employed,16270,0.3357380268141641,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00358,2025-04-30,615,15000,69,Employed,5192,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00359,2024-12-08,688,46575,52,Employed,26451,0.2483889837166694,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-00360,2024-12-16,550,42449,34,Self-employed,12018,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00361,2025-03-31,712,57947,31,Employed,29415,0.1655823456414942,B,Funded,Approved,Funded,0,2025-04-02,2025-04-03,26357.0
APP-00362,2025-04-08,833,53683,32,Employed,11864,0.05,B,Funded,Approved,Funded,0,2025-04-09,2025-04-10,10645.0
APP-00363,2025-04-30,636,53505,68,Employed,12319,0.2649483396252511,B,Approved,Approved,Not Funded,0,,,
APP-00364,2024-12-11,698,29949,40,Self-employed,10639,0.08429614879757534,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-00365,2025-04-12,732,39301,36,Employed,10035,0.05,B,Funded,Approved,Funded,0,2025-04-15,2025-04-17,9230.0
APP-00366,2025-04-24,601,58015,42,Employed,32277,0.42754278097657256,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00367,2024-12-20,676,32286,40,Employed,5580,0.2464969464783465,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-00368,2025-04-01,651,60864,62,Employed,25488,0.2367263185498284,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00369,2025-02-22,661,23710,31,Unemployed,10003,0.05269453834182027,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00370,2024-12-22,557,75996,58,Employed,13657,0.4004126920178699,B,Application Started,N/A,Not Funded,0,,,
APP-00371,2025-05-03,652,34714,45,Employed,16650,0.05,A,Funded,Approved,Funded,0,2025-05-06,2025-05-09,15898.0
APP-00372,2024-11-29,709,51426,58,Unemployed,18564,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00373,2025-04-18,824,74012,62,Employed,35184,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-00374,2025-02-17,765,50193,45,Self-employed,26206,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-00375,2025-01-14,850,72868,40,Employed,21518,0.05,B,Funded,Approved,Funded,0,2025-01-16,2025-01-18,20992.0
APP-00376,2025-04-16,557,52207,44,Employed,19213,0.2135234646730866,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00377,2024-11-27,754,79612,42,Employed,21283,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-00378,2025-02-08,672,68029,24,Self-employed,16373,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00379,2025-01-31,850,66563,62,Employed,10002,0.05,A,Approved,Approved,Not Funded,0,,,
APP-00380,2024-11-17,553,37367,46,Employed,21808,0.31256850514159723,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-00381,2025-01-12,549,86882,30,Employed,30271,0.24904878698229965,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00382,2025-04-28,578,61797,19,Employed,9633,0.14804846231789248,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00383,2025-02-22,395,15000,18,Employed,2310,0.6909531937059041,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00384,2025-03-09,586,45599,53,Employed,12756,0.20617519531669534,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00385,2024-11-15,558,34097,36,Employed,5328,0.2862797598684263,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-00386,2024-11-16,668,49093,38,Employed,15637,0.25937752276746984,B,Funded,Approved,Funded,0,2024-11-17,2024-11-18,14408.0
APP-00387,2025-02-26,691,29510,49,Employed,5262,0.05,B,Funded,Approved,Funded,0,2025-03-01,2025-03-02,4265.0
APP-00388,2025-02-27,850,61761,37,Employed,10355,0.05,B,Funded,Approved,Funded,0,2025-02-28,2025-03-02,9448.0
APP-00389,2025-01-10,764,97631,50,Employed,44053,0.13888217810249406,A,Funded,Approved,Funded,0,2025-01-13,2025-01-15,44024.0
APP-00390,2025-04-23,580,54581,45,Employed,30460,0.23630066459516316,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00391,2025-01-18,542,15000,42,Employed,5013,0.10199861199716123,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-00392,2025-03-08,709,80234,25,Employed,42246,0.05,A,Funded,Approved,Funded,0,2025-03-11,2025-03-13,42246.0
APP-00393,2025-01-03,491,55892,34,Employed,9119,0.3895979968615471,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00394,2024-12-29,850,62814,51,Self-employed,31404,0.05,A,Approved,Approved,Not Funded,0,,,
APP-00395,2025-01-15,791,78445,35,Employed,13983,0.05,B,Approved,Approved,Not Funded,0,,,
APP-00396,2025-03-09,593,27112,58,Employed,14296,0.5297805343902664,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-00397,2024-12-18,444,19994,70,Unemployed,10938,0.49268853415273683,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-00398,2024-12-17,812,96170,51,Employed,48439,0.18252058410744207,A,Funded,Approved,Funded,0,2024-12-20,2024-12-22,47794.0
APP-00399,2025-01-14,636,43165,61,Employed,22417,0.3099476552261824,A,Underwriting Review,Rejected,Not Funded,0,,,
